SlidesLive link,Title,unique ID,Organizer track name,SlidesLive link,embed code
slideslive.com/38931121,Information Directed Sampling for Linear Partial Monitoring,89,Short (1 minute),38931121,"<div id=""presentation-embed-38931121""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931121', {
        presentationId: '38931121',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931122,ID3 Learns Juntas for Smoothed Product Distributions,91,Short (1 minute),38931122,"<div id=""presentation-embed-38931122""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931122', {
        presentationId: '38931122',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931123,Tight Lower Bounds for Combinatorial Multi-Armed Bandits,93,Short (1 minute),38931123,"<div id=""presentation-embed-38931123""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931123', {
        presentationId: '38931123',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931124,Domain Compression and its Application to Randomness-Optimal Distributed Goodness-of-Fit,96,Short (1 minute),38931124,"<div id=""presentation-embed-38931124""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931124', {
        presentationId: '38931124',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931125,Reasoning About Generalization via Conditional Mutual Information,98,Short (1 minute),38931125,"<div id=""presentation-embed-38931125""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931125', {
        presentationId: '38931125',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931126,A Greedy Anytime Algorithm for Sparse PCA,100,Short (1 minute),38931126,"<div id=""presentation-embed-38931126""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931126', {
        presentationId: '38931126',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931127,Logsmooth Gradient Concentration and Tighter Runtimes for Metropolized Hamiltonian Monte Carlo,101,Short (1 minute),38931127,"<div id=""presentation-embed-38931127""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931127', {
        presentationId: '38931127',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931128,Provably Efficient Reinforcement Learning with Linear Function Approximation,106,Short (1 minute),38931128,"<div id=""presentation-embed-38931128""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931128', {
        presentationId: '38931128',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931129,A Fast Spectral Algorithm for Mean Estimation with Sub-Gaussian Rates,110,Short (1 minute),38931129,"<div id=""presentation-embed-38931129""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931129', {
        presentationId: '38931129',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931130,How to trap a gradient flow,119,Short (1 minute),38931130,"<div id=""presentation-embed-38931130""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931130', {
        presentationId: '38931130',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931131,Near-Optimal Algorithms for Minimax Optimization,120,Short (1 minute),38931131,"<div id=""presentation-embed-38931131""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931131', {
        presentationId: '38931131',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931132,Model-Based Reinforcement Learning with a Generative Model is Minimax Optimal,121,Short (1 minute),38931132,"<div id=""presentation-embed-38931132""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931132', {
        presentationId: '38931132',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931133,Finite Time Analysis of Linear Two-timescale Stochastic Approximation with Markovian Noise,124,Short (1 minute),38931133,"<div id=""presentation-embed-38931133""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931133', {
        presentationId: '38931133',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931134,Fast Rates for Online Prediction with Abstention,129,Short (1 minute),38931134,"<div id=""presentation-embed-38931134""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931134', {
        presentationId: '38931134',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931135,Smooth Contextual Bandits: Bridging the Parametric and Non-differentiable Regret Regimes,133,Short (1 minute),38931135,"<div id=""presentation-embed-38931135""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931135', {
        presentationId: '38931135',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931136,Data-driven confidence bands for distributed nonparametric regression,135,Short (1 minute),38931136,"<div id=""presentation-embed-38931136""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931136', {
        presentationId: '38931136',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931137,Tsallis-INF for Decoupled Exploration and Exploitation in Multi-armed Bandits,140,Short (1 minute),38931137,"<div id=""presentation-embed-38931137""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931137', {
        presentationId: '38931137',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931138,Pan-Private Uniformity Testing,141,Short (1 minute),38931138,"<div id=""presentation-embed-38931138""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931138', {
        presentationId: '38931138',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931139,ODE-Inspired Analysis for the Biological Version of Oja’s Rule in Solving Streaming PCA,144,Short (1 minute),38931139,"<div id=""presentation-embed-38931139""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931139', {
        presentationId: '38931139',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931140,Complexity Guarantees for Polyak Steps with Momentum,145,Short (1 minute),38931140,"<div id=""presentation-embed-38931140""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931140', {
        presentationId: '38931140',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931141,Calibrated Surrogate Losses for Adversarially Robust Classification,148,Short (1 minute),38931141,"<div id=""presentation-embed-38931141""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931141', {
        presentationId: '38931141',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931142,Near-Optimal Methods for Minimizing Star-Convex Functions and Beyond,161,Short (1 minute),38931142,"<div id=""presentation-embed-38931142""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931142', {
        presentationId: '38931142',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931143,Faster Projection-free Online Learning,163,Short (1 minute),38931143,"<div id=""presentation-embed-38931143""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931143', {
        presentationId: '38931143',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931144,"Non-Stochastic Multi-Player Multi-Armed Bandits: Optimal Rate With Collision Information, Sublinear Without}",171,Short (1 minute),38931144,"<div id=""presentation-embed-38931144""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931144', {
        presentationId: '38931144',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931145,Coordination without communication: optimal regret in two players multi-armed bandits,172,Short (1 minute),38931145,"<div id=""presentation-embed-38931145""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931145', {
        presentationId: '38931145',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931146,EM Algorithm is Sample-Optimal for Learning Mixtures of Well-Separated Gaussians,177,Short (1 minute),38931146,"<div id=""presentation-embed-38931146""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931146', {
        presentationId: '38931146',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931147,Online Learning with Vector Costs and  Bandits with Knapsacks,178,Short (1 minute),38931147,"<div id=""presentation-embed-38931147""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931147', {
        presentationId: '38931147',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931148,Better Algorithms for Estimating Non-Parametric Models in Crowd-Sourcing and Rank Aggregation,179,Short (1 minute),38931148,"<div id=""presentation-embed-38931148""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931148', {
        presentationId: '38931148',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931149,Nearly Non-Expansive Bounds for Mahalanobis Hard Thresholding,180,Short (1 minute),38931149,"<div id=""presentation-embed-38931149""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931149', {
        presentationId: '38931149',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931150,Learning Halfspaces with Massart Noise Under Structured Distributions,181,Short (1 minute),38931150,"<div id=""presentation-embed-38931150""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931150', {
        presentationId: '38931150',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931151,Rigorous Guarantees for Tyler's M-Estimator via Quantum Expansion,183,Short (1 minute),38931151,"<div id=""presentation-embed-38931151""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931151', {
        presentationId: '38931151',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931152,Active Learning for Identification of Linear Dynamical Systems,184,Short (1 minute),38931152,"<div id=""presentation-embed-38931152""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931152', {
        presentationId: '38931152',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931153,Bounds in query learning,192,Short (1 minute),38931153,"<div id=""presentation-embed-38931153""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931153', {
        presentationId: '38931153',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931154,Active Local Learning,195,Short (1 minute),38931154,"<div id=""presentation-embed-38931154""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931154', {
        presentationId: '38931154',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931155,Kernel and Rich Regimes in Overparametrized Models,196,Short (1 minute),38931155,"<div id=""presentation-embed-38931155""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931155', {
        presentationId: '38931155',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931156,Learning Zero-Sum Simultaneous-Move Markov Games Using Function Approximation and Correlated Equilibrium,197,Short (1 minute),38931156,"<div id=""presentation-embed-38931156""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931156', {
        presentationId: '38931156',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931157,Finite-Time Analysis of Asynchronous Stochastic Approximation and $Q$-Learning,202,Short (1 minute),38931157,"<div id=""presentation-embed-38931157""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931157', {
        presentationId: '38931157',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931158,Parallels Between Phase Transitions and Circuit Complexity?,206,Short (1 minute),38931158,"<div id=""presentation-embed-38931158""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931158', {
        presentationId: '38931158',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931159,Hierarchical Clustering: A 0.585 Revenue Approximation,208,Short (1 minute),38931159,"<div id=""presentation-embed-38931159""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931159', {
        presentationId: '38931159',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931160,Gradient descent follows the regularization path for general losses,209,Short (1 minute),38931160,"<div id=""presentation-embed-38931160""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931160', {
        presentationId: '38931160',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931161,Bessel Smoothing and Multi-Distribution Property Estimation,212,Short (1 minute),38931161,"<div id=""presentation-embed-38931161""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931161', {
        presentationId: '38931161',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931162,Privately Learning Thresholds: Closing the Exponential Gap,219,Short (1 minute),38931162,"<div id=""presentation-embed-38931162""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931162', {
        presentationId: '38931162',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931163,Pessimism About Unknown Unknowns Inspires Conservatism,221,Short (1 minute),38931163,"<div id=""presentation-embed-38931163""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931163', {
        presentationId: '38931163',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931164,The Influence of Shape Constraints on the Thresholding Bandit Problem,227,Short (1 minute),38931164,"<div id=""presentation-embed-38931164""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931164', {
        presentationId: '38931164',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931165,Finite Regret and Cycles with Fixed Step-Size via Alternating Gradient Descent-Ascent,228,Short (1 minute),38931165,"<div id=""presentation-embed-38931165""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931165', {
        presentationId: '38931165',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931166,Efficient and robust algorithms for adversarial linear contextual bandits,239,Short (1 minute),38931166,"<div id=""presentation-embed-38931166""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931166', {
        presentationId: '38931166',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931167,Non-asymptotic Analysis for Nonparametric Testing,246,Short (1 minute),38931167,"<div id=""presentation-embed-38931167""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931167', {
        presentationId: '38931167',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931168,Tree-projected gradient descent for estimating gradient-sparse parameters on graphs,250,Short (1 minute),38931168,"<div id=""presentation-embed-38931168""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931168', {
        presentationId: '38931168',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931169,Covariance-adapting algorithm for semi-bandits with application to sparse rewards,251,Short (1 minute),38931169,"<div id=""presentation-embed-38931169""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931169', {
        presentationId: '38931169',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931170,Last Iterate is Slower than Averaged Iterate in Smooth Convex-Concave Saddle Point Problems,253,Short (1 minute),38931170,"<div id=""presentation-embed-38931170""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931170', {
        presentationId: '38931170',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931171,"A Corrective View of Neural Networks: Representation,  Memorization and Learning",254,Short (1 minute),38931171,"<div id=""presentation-embed-38931171""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931171', {
        presentationId: '38931171',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931172,Learning Entangled Single-Sample Gaussians in the Subset-of-Signals Model,255,Short (1 minute),38931172,"<div id=""presentation-embed-38931172""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931172', {
        presentationId: '38931172',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931173,Implicit Bias of Gradient Descent for Wide Two-layer Neural Networks Trained with the Logistic Loss,258,Short (1 minute),38931173,"<div id=""presentation-embed-38931173""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931173', {
        presentationId: '38931173',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931174,Dimension-Free Bounds for Chasing Convex Functions,260,Short (1 minute),38931174,"<div id=""presentation-embed-38931174""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931174', {
        presentationId: '38931174',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931175,Optimal group testing,263,Short (1 minute),38931175,"<div id=""presentation-embed-38931175""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931175', {
        presentationId: '38931175',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931176,On Suboptimality of Least Squares with Application to Estimation of Convex Bodies,264,Short (1 minute),38931176,"<div id=""presentation-embed-38931176""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931176', {
        presentationId: '38931176',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931177,A Nearly Optimal Variant of the Perceptron Algorithm for the Uniform Distribution on the Unit Sphere,272,Short (1 minute),38931177,"<div id=""presentation-embed-38931177""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931177', {
        presentationId: '38931177',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931178,A Closer Look at Small-loss Bounds for Bandits with Graph Feedback,273,Short (1 minute),38931178,"<div id=""presentation-embed-38931178""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931178', {
        presentationId: '38931178',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931179,Extrapolating the profile of a finite population,274,Short (1 minute),38931179,"<div id=""presentation-embed-38931179""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931179', {
        presentationId: '38931179',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931180,Balancing Gaussian vectors in high dimension,281,Short (1 minute),38931180,"<div id=""presentation-embed-38931180""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931180', {
        presentationId: '38931180',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931181,On the Multiple Descent of Minimum-Norm Interpolants and Restricted Lower Isometry of Kernels,286,Short (1 minute),38931181,"<div id=""presentation-embed-38931181""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931181', {
        presentationId: '38931181',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931182,From tree matching to sparse graph alignment,289,Short (1 minute),38931182,"<div id=""presentation-embed-38931182""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931182', {
        presentationId: '38931182',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931183,Estimating Principal Components under Adversarial Perturbations,293,Short (1 minute),38931183,"<div id=""presentation-embed-38931183""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931183', {
        presentationId: '38931183',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931184,Logistic Regression Regret: What’s the Catch?,297,Short (1 minute),38931184,"<div id=""presentation-embed-38931184""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931184', {
        presentationId: '38931184',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931185,"Efficient, Noise-Tolerant, and Private Learning via Boosting",304,Short (1 minute),38931185,"<div id=""presentation-embed-38931185""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931185', {
        presentationId: '38931185',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931186,Highly smooth minimization of non-smooth problems,305,Short (1 minute),38931186,"<div id=""presentation-embed-38931186""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931186', {
        presentationId: '38931186',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931187,"Proper Learning, Helly Number, and an Optimal SVM Bound",309,Short (1 minute),38931187,"<div id=""presentation-embed-38931187""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931187', {
        presentationId: '38931187',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931188,Efficient Parameter Estimation of Truncated Boolean Product Distributions,317,Short (1 minute),38931188,"<div id=""presentation-embed-38931188""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931188', {
        presentationId: '38931188',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931189,Estimation and Inference with Trees and Forests in High Dimensions,319,Short (1 minute),38931189,"<div id=""presentation-embed-38931189""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931189', {
        presentationId: '38931189',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931190,Closure Properties for Private Classification and Online Prediction,320,Short (1 minute),38931190,"<div id=""presentation-embed-38931190""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931190', {
        presentationId: '38931190',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931191,New Potential-Based Bounds for Prediction with Expert Advice,324,Short (1 minute),38931191,"<div id=""presentation-embed-38931191""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931191', {
        presentationId: '38931191',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931192,Distributed Signal Detection under Communication Constraints,325,Short (1 minute),38931192,"<div id=""presentation-embed-38931192""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931192', {
        presentationId: '38931192',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931193,Hardness of Identity Testing for Restricted Boltzmann Machines and Potts models,327,Short (1 minute),38931193,"<div id=""presentation-embed-38931193""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931193', {
        presentationId: '38931193',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
